CollectionYearRange,Parent_Org_Code,Parent_Org_Name,Org_Code,Org_Name,Unit_Name,Org_Type,Referral_Appointment_Time,Part,Total_referrals,Screening_sample_total,Clinical_indication,Highgrade_mod_severe,Inadequate,Borderline_changes,Mild_dyskaryosis,Moderate_dyskaryosis,Severe_dyskaryosis,Severe_dyskaryosis_Inv,Glandular_neoplasia,Clinical_Urgent,Clinical_Non_Urgent,Other
2022-23,N7,South West,RTH,Oxford University Hospitals NHS Foundation Trust,Oxford Radcliffe Hospital,Trust,<=4_weeks,A,879,not included,259,322,not included,not included,not included,not included,not included,6,6,not included,not included,not included
2022-23,N7,South West,RTH,Oxford University Hospitals NHS Foundation Trust,Oxford Radcliffe Hospital,Trust,<=6_weeks,A6,1922,not included,355,322,not included,not included,not included,not included,not included,6,6,not included,not included,not included
2022-23,N7,South West,RHU,Portsmouth Hospitals NHS Trust,Queen Alexandra Hospital,Trust,Total_cases,A,2932,not included,761,366,not included,not included,not included,not included,not included,5,14,not included,not included,not included
2022-23,N7,South West,RHU,Portsmouth Hospitals NHS Trust,Queen Alexandra Hospital,Trust,<=2_weeks,A,892,not included,330,340,not included,not included,not included,not included,not included,4,14,not included,not included,not included
2022-23,N7,South West,RHU,Portsmouth Hospitals NHS Trust,Queen Alexandra Hospital,Trust,<=4_weeks,A,1368,not included,494,365,not included,not included,not included,not included,not included,5,14,not included,not included,not included
2022-23,N7,South West,RHU,Portsmouth Hospitals NHS Trust,Queen Alexandra Hospital,Trust,<=6_weeks,A6,2196,not included,636,366,not included,not included,not included,not included,not included,5,14,not included,not included,not included
2022-23,N7,South West,REF,Royal Cornwall Hospitals NHS Trust,Royal Cornwall Hospital,Trust,Total_cases,A,2263,not included,1151,139,not included,not included,not included,not included,not included,4,7,not included,not included,not included
2022-23,N7,South West,REF,Royal Cornwall Hospitals NHS Trust,Royal Cornwall Hospital,Trust,<=2_weeks,A,723,not included,508,126,not included,not included,not included,not included,not included,4,7,not included,not included,not included
2022-23,N7,South West,REF,Royal Cornwall Hospitals NHS Trust,Royal Cornwall Hospital,Trust,<=4_weeks,A,1263,not included,607,139,not included,not included,not included,not included,not included,4,7,not included,not included,not included
2022-23,N7,South West,REF,Royal Cornwall Hospitals NHS Trust,Royal Cornwall Hospital,Trust,<=6_weeks,A6,1847,not included,745,139,not included,not included,not included,not included,not included,4,7,not included,not included,not included
2022-23,N7,South West,RH8,Royal Devon and Exeter NHS Foundation Trust,Royal Devon and Exeter Hospital,Trust,Total_cases,A,1023,not included,146,138,not included,not included,not included,not included,not included,3,2,not included,not included,not included
2022-23,N7,South West,RH8,Royal Devon and Exeter NHS Foundation Trust,Royal Devon and Exeter Hospital,Trust,<=2_weeks,A,230,not included,29,133,not included,not included,not included,not included,not included,3,2,not included,not included,not included
2022-23,N7,South West,RH8,Royal Devon and Exeter NHS Foundation Trust,Royal Devon and Exeter Hospital,Trust,<=4_weeks,A,402,not included,49,136,not included,not included,not included,not included,not included,3,2,not included,not included,not included
2022-23,N7,South West,RH8,Royal Devon and Exeter NHS Foundation Trust,Royal Devon and Exeter Hospital,Trust,<=6_weeks,A6,993,not included,133,138,not included,not included,not included,not included,not included,3,2,not included,not included,not included
2022-23,N7,South West,RD1,Royal United Hospitals Bath NHS Foundation Trust,Royal United Hospital,Trust,Total_cases,A,1578,not included,175,244,not included,not included,not included,not included,not included,8,15,not included,not included,not included
2022-23,N7,South West,RD1,Royal United Hospitals Bath NHS Foundation Trust,Royal United Hospital,Trust,<=2_weeks,A,454,not included,98,202,not included,not included,not included,not included,not included,8,14,not included,not included,not included
2022-23,N7,South West,RD1,Royal United Hospitals Bath NHS Foundation Trust,Royal United Hospital,Trust,<=4_weeks,A,732,not included,125,242,not included,not included,not included,not included,not included,8,15,not included,not included,not included
2022-23,N7,South West,RD1,Royal United Hospitals Bath NHS Foundation Trust,Royal United Hospital,Trust,<=6_weeks,A6,1169,not included,153,244,not included,not included,not included,not included,not included,8,15,not included,not included,not included
2022-23,N7,South West,RNZ,Salisbury NHS Foundation Trust,Salisbury District Hospital,Trust,Total_cases,A,712,not included,75,139,not included,not included,not included,not included,not included,5,2,not included,not included,not included
2022-23,N7,South West,RNZ,Salisbury NHS Foundation Trust,Salisbury District Hospital,Trust,<=2_weeks,A,230,not included,25,139,not included,not included,not included,not included,not included,5,2,not included,not included,not included
2022-23,N7,South West,RNZ,Salisbury NHS Foundation Trust,Salisbury District Hospital,Trust,<=4_weeks,A,319,not included,33,139,not included,not included,not included,not included,not included,5,2,not included,not included,not included
2022-23,N7,South West,RNZ,Salisbury NHS Foundation Trust,Salisbury District Hospital,Trust,<=6_weeks,A6,711,not included,74,139,not included,not included,not included,not included,not included,5,2,not included,not included,not included
2022-23,N7,South West,RH5,Somerset NHS Foundation Trust,Musgrove Park Hospital,Trust,Total_cases,A,1472,not included,571,139,not included,not included,not included,not included,not included,4,6,not included,not included,not included
2022-23,N7,South West,RH5,Somerset NHS Foundation Trust,Musgrove Park Hospital,Trust,<=2_weeks,A,337,not included,212,81,not included,not included,not included,not included,not included,2,3,not included,not included,not included
2022-23,N7,South West,RH5,Somerset NHS Foundation Trust,Musgrove Park Hospital,Trust,<=4_weeks,A,677,not included,362,134,not included,not included,not included,not included,not included,4,6,not included,not included,not included
2022-23,N7,South West,RH5,Somerset NHS Foundation Trust,Musgrove Park Hospital,Trust,<=6_weeks,A6,1312,not included,524,138,not included,not included,not included,not included,not included,4,6,not included,not included,not included
2022-23,N7,South West,RA9,Torbay and South Devon NHS Foundation Trust,Torbay Hospital,Trust,Total_cases,A,1329,not included,495,129,not included,not included,not included,not included,not included,1,1,not included,not included,not included
2022-23,N7,South West,RA9,Torbay and South Devon NHS Foundation Trust,Torbay Hospital,Trust,<=2_weeks,A,406,not included,294,79,not included,not included,not included,not included,not included,1,1,not included,not included,not included
2022-23,N7,South West,RA9,Torbay and South Devon NHS Foundation Trust,Torbay Hospital,Trust,<=4_weeks,A,642,not included,408,127,not included,not included,not included,not included,not included,1,1,not included,not included,not included
2022-23,N7,South West,RA9,Torbay and South Devon NHS Foundation Trust,Torbay Hospital,Trust,<=6_weeks,A6,888,not included,427,128,not included,not included,not included,not included,not included,1,1,not included,not included,not included
2022-23,N7,South West,RHM,University Hospital Southampton NHS Foundation Trust,Southampton General Hospital,Trust,Total_cases,A,2444,not included,826,319,not included,not included,not included,not included,not included,7,2,not included,not included,not included
2022-23,N7,South West,RHM,University Hospital Southampton NHS Foundation Trust,Southampton General Hospital,Trust,<=2_weeks,A,706,not included,274,317,not included,not included,not included,not included,not included,7,2,not included,not included,not included
2022-23,N7,South West,RHM,University Hospital Southampton NHS Foundation Trust,Southampton General Hospital,Trust,<=4_weeks,A,934,not included,370,319,not included,not included,not included,not included,not included,7,2,not included,not included,not included
2022-23,N7,South West,RHM,University Hospital Southampton NHS Foundation Trust,Southampton General Hospital,Trust,<=6_weeks,A6,2406,not included,813,319,not included,not included,not included,not included,not included,7,2,not included,not included,not included
2022-23,N7,South West,RA7,University Hospitals Bristol NHS Foundation Trust,St Michael's Hospital,Trust,Total_cases,A,2293,not included,420,218,not included,not included,not included,not included,not included,5,4,not included,not included,not included
2022-23,N7,South West,RA7,University Hospitals Bristol NHS Foundation Trust,St Michael's Hospital,Trust,<=2_weeks,A,622,not included,74,213,not included,not included,not included,not included,not included,5,4,not included,not included,not included
2022-23,N7,South West,RA7,University Hospitals Bristol NHS Foundation Trust,St Michael's Hospital,Trust,<=4_weeks,A,1583,not included,241,218,not included,not included,not included,not included,not included,5,4,not included,not included,not included
2022-23,N7,South West,RA7,University Hospitals Bristol NHS Foundation Trust,St Michael's Hospital,Trust,<=6_weeks,A6,2122,not included,351,218,not included,not included,not included,not included,not included,5,4,not included,not included,not included
2022-23,N7,South West,R0D,University Hospitals Dorset NHS Foundation Trust,Harbourside Gynaecology Centre,Trust,Total_cases,A,1057,not included,1,171,not included,not included,not included,not included,not included,1,0,not included,not included,not included
2022-23,N7,South West,R0D,University Hospitals Dorset NHS Foundation Trust,Harbourside Gynaecology Centre,Trust,<=2_weeks,A,204,not included,1,122,not included,not included,not included,not included,not included,1,0,not included,not included,not included
2022-23,N7,South West,R0D,University Hospitals Dorset NHS Foundation Trust,Harbourside Gynaecology Centre,Trust,<=4_weeks,A,410,not included,1,170,not included,not included,not included,not included,not included,1,0,not included,not included,not included
2022-23,N7,South West,R0D,University Hospitals Dorset NHS Foundation Trust,Harbourside Gynaecology Centre,Trust,<=6_weeks,A6,589,not included,1,171,not included,not included,not included,not included,not included,1,0,not included,not included,not included
